33226,Maricet Espinosa Gonzlez,F,26.0,163.0,63.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,No Medal
33210,Marisol Espineira,F,36.0,156.0,49.0,Peru,PER,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Women's Singles,No Medal
33209,Rodolfo Marcelo Espinal Paniagua,M,23.0,175.0,78.0,Honduras,HON,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,No Medal
33208,Jaime Yusept Espinal Fajardo,M,27.0,178.0,86.0,Puerto Rico,PUR,2012 Summer,2012,Summer,London,Wrestling,Wrestling Men's Light-Heavyweight, Freestyle
33204,James Espey,M,28.0,182.0,79.0,Ireland,IRL,2012 Summer,2012,Summer,London,Sailing,Sailing Men's One Person Dinghy,No Medal
33202,Mara Elena Espeso Gayte,F,39.0,161.0,48.0,Spain,ESP,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Marathon,No Medal
33195,Carlos Luciano Espeleta,M,24.0,180.0,77.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Middleweight,No Medal
33192,Marlen Esparza Puentes,F,22.0,160.0,51.0,United States,USA,2012 Summer,2012,Summer,London,Boxing,Boxing Women's Flyweight,Bronze
33186,Clara Espar Llaquet,F,21.0,178.0,68.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,No Medal
33185,Anna Espar Llaquet,F,19.0,180.0,66.0,Spain,ESP,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Silver
33184,Albert Espaol Lifante,M,26.0,189.0,86.0,Spain,ESP,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,No Medal
33183,Jess Espaa Cobo,M,29.0,168.0,59.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 5,000 metres
33182,Christophe Espagnon,M,32.0,175.0,79.0,France,FRA,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Mixed Multihull,No Medal
33174,Masoud Esmaeilpour Jouybari,M,23.0,168.0,60.0,Iran,IRI,2012 Summer,2012,Summer,London,Wrestling,Wrestling Men's Lightweight, Freestyle
33163,Stefan Christofer Eskilsson,M,23.0,173.0,62.0,Sweden,SWE,2012 Summer,2012,Summer,London,Diving,Diving Men's Platform,No Medal
33154,Clarissa Eshuis,F,25.0,176.0,75.0,New Zealand,NZL,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,No Medal
33153,Mohamed Eshtiwi,M,19.0,169.0,69.0,Libya,LBA,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Middleweight,No Medal
33152,Zhuldyz Attakurovna Eshimova (Turtbaeva-),F,24.0,152.0,48.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Wrestling,Wrestling Women's Flyweight, Freestyle
33151,Shitaye Eshete Habtegebrel,F,22.0,164.0,51.0,Bahrain,BRN,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 5,000 metres
33149,Ricardo de Sousa Esgaio,M,23.0,175.0,80.0,Portugal,POR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,No Medal
33147,Peter Esenwein,M,36.0,189.0,108.0,Germany,GER,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Javelin Throw,No Medal
33144,Kristine Esebua,F,19.0,162.0,69.0,Georgia,GEO,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,No Medal
33129,Vicente Escobedo,M,22.0,170.0,59.0,United States,USA,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Lightweight,No Medal
33127,Charetzeni Susana Escobar Torres,F,20.0,172.0,62.0,Mexico,MEX,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Freestyle,No Medal
33126,Sergi Escobar Roure,M,29.0,179.0,74.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Individual Pursuit, 4
33123,Luis Ricardo Escobar Torres,M,23.0,186.0,82.0,Mexico,MEX,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 10 kilometres Open Water,No Medal
33120,Catalina Elena Escobar Gmez,F,25.0,156.0,50.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,No Medal
33119,Brandon Jess Escobar Amador,M,21.0,160.0,55.0,Honduras,HON,2012 Summer,2012,Summer,London,Wrestling,Wrestling Men's Featherweight, Freestyle
33118,Mara Alexandra Escobar Guerrero,F,24.0,161.0,58.0,Ecuador,ECU,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Women's Lightweight,No Medal
